,Text,Sentiment
2939,یه شبببب طووولانی، کنار اونایی که... انقدر تو اینستا همه گذاشتن افتاده تو دهنم عصبیم کرده :/,Negative
2940,تیمم و تیمم و تیمم و تیمم... این بود تیمت؟ ک...ر تو تیمت. ک...ر تو بخشندگی رهبرت! دیوثااین کثافت بازی چیه؟حرومزادگی تاکجا؟اگه واقعا هم لغونشده بودبه خاطر ویدئوی دومی که مادرش منتشر کرداگه انسان بودین یه ۲ هفته بیشتر مجال میدادین! نفرین این مادر کافیه برای هلاکت تون! #بهمن_ورمزیار,Negative
2941,مغزم فکر میکنه من ساکن لندنم. عجیبه!,Positive
2942,نمیدونم واقعا این دختره عنه ازش بدم میاد یا فقط حسودی میکنم بهش؟,Negative
2943,بعضی وقتا با خودم میگم عجب گهی خوردم اومدم تو این رشته که کونت توش پاره می شه واینده ی درست درمونیم نداره، ولی تو اوج فشار یه عشقی که از دوران بچگیه باعث می شه همه سختی هاش رو نادیده بگیرم و پیش برم #دامپزشکی,Negative
2944,در جلسه شورای عالی هماهنگی اقتصادی تصویب شد؛ تقویت نظارت بانک مرکزی بر مؤسسات اعتباری، بهبود مدیریت آنها و حمایت از حقوق سپردهگذاران تاکید سران قوا بر حضور گسترده مردم در راهپیمایی سراسری ۲۲بهمن,Neutral
2947,"آدمِ خوشگلوخوشاخلاق ر همه دوست دارن؛ تو اگه زرنگی منو دوست داشته باش... که فقط ""دوستت دارم""",Positive
2948,حال به هم زن تر از آقای #همینه_که_هست خنده تمسخرآمیز اطرافیانشه …,Negative
2950,صبوری و عدم خشونت یکی از راههای بدست آوردن حقوق از دست رفته مردم ایران است ما برای ساختن ایران بیرون می آییم نه برای تخریب آن حاکمان باید حقوق این مردم را ادا کنند و از سلطه قشر اندکی بر مردم ایران دست بردارند,Neutral
2951," ""من این برس رو توپیشنهاد شگفت انگیز خریدمیکبار از یک دختری خیلی خوشم میاومد. بهش گفتم با من ازدواج میکنی؟ گفت: نه. این میتونست الان یک خاطره غمگین باشه، اما من و اون دختر الان یک پسر ۷ ساله داریم :)",Positive
2952,تقریباً در مقابل همه دارم سکوت میکنم. اشتباه متوجه شدهن؟ خب بشن. هیچی رو توضیح نمیدم و به کار خودم ادامه میدم. ولی واقعاً از اینکه فاطی چرند فکر کنه دربارهم عصبانی میشم. یعنی هنوز دارم به حرف دیشبش فکر میکنم، میخوام جرش بدم.,Negative
2953, بنظرم فقط خیلی ساده مو رو از حالت فر درمیاره حتی اگر طولانی مدت هم باهاش مو رو برس بکشید صاف صاف نمیشهبه طرز عجيبي بعد از تب و لرز وحشتناك ديشب، بد شدن حالم پشت فرمون و بيدار شدن سينوزيتم هنوز زندم :),Positive
2954,ایمان، مهمترین عنصر تعیین کننده در موفقیت است. ما به تو ایمان داریم، با تمام توان تیم را به سوی موفقیت هدایت کن. Daje Roma,Positive
2955,"یه آقایی هم یه بار خیلی شاکی اومد دفتر. گفت آقا من میخوام زنم رو طلاق بدم.پرسیدم چی شده؟ گفت هر بار میزنمش میره به کل فامیل میگه. آبرو نذاشته واسه من! اخبار شبکه یک: #ترامپ با لحنی ""توهینآمیز"" درباره شعار مرگبرآمریکای ملت ایران سخن گفته است.",Neutral
2956,حضرت علی #برخورد_انقلابی با فساد اقتصادی را از برادر و نزدیکان خود آغاز کرد، مسئولان ارشد نظام باید با الگوگیری از حضرت امیر، برخورد با فساد را از نزدیکان خود شروع کنند.,Neutral
2957,امروز طلبيد رفتم نماز جمعه فرماندار هم اومده بود و بين دو نماز ايستاد به سخنراني جاتون خالي وقت گرفتم؛ ٢ دقيقه دهه فجر ١ دقيقه دولت تدبير و اميد ٢ دقيقه از مسئولان نماز جمعه ١ دقيقه رهبري ١ دقيقه كارهايي كه #بايد انجام بشه ٧ دقيقه تشكر و شرح دلاوري استاندار ١ دقيقه هم خداحافظي,Neutral
2958,درآمد مالی،فقط یکی از نتایج جانبی رسیدن به موفقیت است. …,Neutral
2960,نمیدونم الان باید صحبت ر ادامه بدم یا که مزاحمم؟! :/,Neutral
2962,امروز به معین گفتم فردا ۹۷/۷/۷ هست خیلی ذوق کرد و گفت چه شگفت انگیز چون منم ۷ سالمه و سریع حساب کرد که ۹۹/۹/۹ هم ۹ ساله است فهمید روزهای شگفتانگیزتری هم تو راهه... …,Positive
2963,شيش فاكينگ ماهه فقط داره مي خنده امروز زبون وا كرد,Positive
2964,"دانشمندان حوزه مغز، کانشسنش(خودآگاهی) رو اینطوری تعریف میکنن: ""stream of subjective experience"" اون تجربههای درونی طیف وسیعی ار درک عواطف و احساسات، هیجانات، خشم، درد و ... رو در برمیگیره. اما این تجربههای درونی واقعا از چی ساخته شدن؟ اونایی که به روح باور دارن، این توانایی رو/",Neutral
2965,خودشونو قهرمان دیپلماسی میدونندو سی و دو سال در رأس حکومت بوده اند نتیجه: اقتصاد صد درصد نفتی،نابودی توان وتاسیسات هسته ای،بی عزتی ایرانی حتی در جایی مثل گرجستان،فرار مغزها و ثروتها و... خدا لعنتتون کنه آقای  و  اینقدر بی شرفید! #مدیریت_اصلاحاتی #سرطان_اصلاحات,Negative
2966,بله از اتاق فرمان اشاره کردن نورسنج دوربینم مشکل داره و پس از پیگیری فهمیدم دوربین بگاییه و نورسنج به گاست. اعصابم به شدت کیری و تخمیه :),Negative
2970,آقای #خاتمی شما نه به عنوان یک شهروند بلکه بعنوان یک مسئول باید پاسخگو باشید؛ غذرخواهی شما نه سرمایه اجتماعی سوخته و نه جانهای از دست رفته را باز میگرداند و نه فقر و گرسنگی مردم را التیام میبخشد! عملکرد شما یکی از عوامل اصلی غرق شدن این کشتی، خشم مردم و سرکوب حاکم است!,Negative
2971,"ما میگیم ""دوستیابی"" خب؟ همینو خارجیا میگن ""make friend"" یعنی ""دوستسازی"" دیگه خیلی خواستم فاخر بشه همین شد... نه نه صبر کنین. ما ترکیب ""دشمن تراشی"" داریم. یه ""دوستتراشی"" هم بزنیم تنگش عالی میشه. میخوام یه کتاب بنویسم تاثیر متقابل فرهنگ و زبان. جان؟ چشم چشم. هل نده خودم میرم",Neutral
2972,جدیدا نسبت به تکرار بیش از حد کلمهها تیک عصبی پیدا کردم، مثلا یهو میام میبینم هزار نفر نوشتن فلان چیز روزمو ساخت، یا دو هزار نفر نوشتن تا صبح گریه کردم و یا سه هزار نفر نوشتن فلان کارو کردم بیاید تبریک بگید اعصابم خورد میشه.,Negative
2973,باید برم درباره بانکداری هم بیشتر بخونم این بازار رپو هم، خیلی فاکینگ پیچیدهست، اعصابم خرد میشه قشنگ، و کلید یه سری پیشبینی ها هم توی همون هاست,Negative
